# An isolated stratocumulus water cloud out of the entire cloud field of rico.20.smagorinsky/MISR01/An
122,106,39      # nx,ny,nz
26,64,6,0.27343,14.607
26,64,7,0.35181,15.106
26,64,8,0.10940,15.532
26,65,5,0.07682,14.001
26,65,6,0.19221,14.607
26,65,7,0.29721,15.106
26,65,8,0.19749,15.532
26,66,5,0.01254,14.001
26,66,6,0.13030,14.607
26,66,7,0.26617,15.106
26,66,8,0.25490,15.532
26,67,6,0.12356,14.607
26,67,7,0.25561,15.106
26,67,8,0.20329,15.532
26,68,6,0.10608,14.607
26,68,7,0.22157,15.106
26,68,8,0.18422,15.532
26,69,6,0.07389,14.607
26,69,7,0.16149,15.106
26,69,8,0.16907,15.532
26,70,5,0.01947,14.001
26,70,6,0.07739,14.607
26,70,7,0.03990,15.106
26,70,8,0.06932,15.532
26,71,4,0.01258,13.314
26,71,5,0.09871,14.001
26,71,6,0.06898,14.607
26,72,5,0.11422,14.001
26,72,6,0.03694,14.607
26,73,5,0.08355,14.001
26,73,6,0.02371,14.607
26,74,5,0.04749,14.001
26,74,6,0.03118,14.607
26,74,8,0.14106,15.532
26,75,8,0.23417,15.532
26,75,9,0.04175,15.904
26,76,8,0.22315,15.532
26,76,9,0.03237,15.904
26,77,8,0.12839,15.532
26,86,5,0.02367,14.001
26,87,7,0.01027,15.106
26,88,6,0.00344,14.607
26,88,7,0.15370,15.106
26,89,6,0.02147,14.607
26,89,7,0.17244,15.106
26,90,7,0.07673,15.106
26,92,7,0.02319,15.106
26,93,7,0.02183,15.106
26,93,8,0.01407,15.532
26,94,8,0.13826,15.532
26,94,9,0.03237,15.904
26,95,8,0.02596,15.532
26,96,7,0.00702,15.106
26,98,8,0.00254,15.532
26,98,9,0.00403,15.904
26,101,9,0.01155,15.904
26,102,9,0.01269,15.904
26,102,10,0.02226,16.321
26,103,10,0.01662,16.321
27,56,4,0.00380,13.314
27,57,3,0.00712,12.521
27,57,4,0.02626,13.314
27,58,3,0.02643,12.521
27,58,4,0.05649,13.314
27,58,5,0.05226,14.001
27,59,3,0.02163,12.521
27,59,4,0.08656,13.314
27,59,5,0.17853,14.001
27,59,6,0.11377,14.607
27,59,7,0.04315,15.106
27,60,3,0.01321,12.521
27,60,4,0.11216,13.314
27,60,5,0.19343,14.001
27,60,6,0.30759,14.607
27,60,7,0.32404,15.106
27,61,3,0.01414,12.521
27,61,4,0.11000,13.314
27,61,5,0.19128,14.001
27,61,6,0.33264,14.607
27,61,7,0.39958,15.106
27,61,8,0.14955,15.532
27,62,3,0.00811,12.521
27,62,4,0.10337,13.314
27,62,5,0.20467,14.001
27,62,6,0.32471,14.607
27,62,7,0.35712,15.106
27,62,8,0.15565,15.532
27,63,4,0.08898,13.314
27,63,5,0.19241,14.001
27,63,6,0.33725,14.607
27,63,7,0.37340,15.106
27,63,8,0.10965,15.532
27,64,4,0.03946,13.314
27,64,5,0.14288,14.001
27,64,6,0.30125,14.607
27,64,7,0.38832,15.106
27,64,8,0.10626,15.532
27,65,5,0.06910,14.001
27,65,6,0.23147,14.607
27,65,7,0.34433,15.106
27,65,8,0.22033,15.532
27,66,5,0.00829,14.001
27,66,6,0.17493,14.607
27,66,7,0.28336,15.106
27,66,8,0.35357,15.532
27,67,6,0.12707,14.607
27,67,7,0.26008,15.106
27,67,8,0.36810,15.532
27,68,5,0.00257,14.001
27,68,6,0.09465,14.607
27,68,7,0.23451,15.106
27,68,8,0.29690,15.532
27,69,5,0.00602,14.001
27,69,6,0.07117,14.607
27,69,7,0.17013,15.106
27,69,8,0.16386,15.532
27,70,4,0.04275,13.314
27,70,5,0.06153,14.001
27,70,6,0.01941,14.607
27,70,7,0.03996,15.106
27,70,8,0.06226,15.532
27,71,4,0.06175,13.314
27,71,5,0.09144,14.001
27,72,4,0.03239,13.314
27,72,5,0.05502,14.001
27,73,5,0.03198,14.001
27,74,5,0.02588,14.001
27,75,5,0.00157,14.001
27,75,8,0.02814,15.532
27,76,8,0.09464,15.532
27,77,8,0.03661,15.532
27,88,7,0.06784,15.106
27,89,7,0.11803,15.106
27,90,7,0.05248,15.106
27,91,7,0.02152,15.106
27,92,7,0.05489,15.106
27,93,7,0.02222,15.106
27,93,8,0.01875,15.532
27,94,7,0.01556,15.106
27,94,8,0.12504,15.532
27,94,9,0.05383,15.904
27,95,7,0.00195,15.106
27,95,8,0.06030,15.532
27,95,9,0.01362,15.904
27,96,7,0.02717,15.106
27,96,8,0.03038,15.532
27,97,7,0.00846,15.106
27,98,9,0.05652,15.904
27,99,9,0.01748,15.904
27,101,10,0.00809,16.321
27,102,10,0.01780,16.321
27,103,10,0.00282,16.321
28,15,3,0.00598,12.521
28,59,3,0.01605,12.521
28,59,4,0.01661,13.314
28,59,5,0.05935,14.001
28,60,3,0.01628,12.521
28,60,4,0.07657,13.314
28,60,5,0.15229,14.001
28,60,6,0.20342,14.607
28,60,7,0.10756,15.106
28,61,3,0.01215,12.521
28,61,4,0.10364,13.314
28,61,5,0.19226,14.001
28,61,6,0.27970,14.607
28,61,7,0.32572,15.106
28,61,8,0.03878,15.532
28,62,3,0.01503,12.521
28,62,4,0.09666,13.314
28,62,5,0.20469,14.001
28,62,6,0.28091,14.607
28,62,7,0.35771,15.106
28,62,8,0.11444,15.532
28,63,3,0.01556,12.521
28,63,4,0.08901,13.314
28,63,5,0.20026,14.001
28,63,6,0.29788,14.607
28,63,7,0.35600,15.106
28,63,8,0.10258,15.532
28,64,4,0.04976,13.314
28,64,5,0.16988,14.001
28,64,6,0.29418,14.607
28,64,7,0.39114,15.106
28,64,8,0.10443,15.532
28,65,5,0.08354,14.001
28,65,6,0.24164,14.607
28,65,7,0.38782,15.106
28,65,8,0.25422,15.532
28,66,6,0.18638,14.607
28,66,7,0.30475,15.106
28,66,8,0.41522,15.532
28,67,6,0.12722,14.607
28,67,7,0.23488,15.106
28,67,8,0.45205,15.532
28,67,9,0.08222,15.904
28,68,5,0.00858,14.001
28,68,6,0.08945,14.607
28,68,7,0.19853,15.106
28,68,8,0.40743,15.532
28,68,9,0.05578,15.904
28,69,5,0.01925,14.001
28,69,6,0.04495,14.607
28,69,7,0.13752,15.106
28,69,8,0.29181,15.532
28,70,3,0.00987,12.521
28,70,4,0.05278,13.314
28,70,5,0.02130,14.001
28,70,7,0.07500,15.106
28,70,8,0.08845,15.532
28,71,4,0.05234,13.314
28,71,5,0.00186,14.001
28,72,4,0.00723,13.314
28,85,6,0.00431,14.607
28,89,7,0.00366,15.106
28,91,7,0.00831,15.106
28,92,7,0.02292,15.106
28,93,7,0.00581,15.106
28,93,8,0.01571,15.532
28,94,8,0.04282,15.532
28,94,9,0.02820,15.904
28,95,7,0.00958,15.106
28,95,8,0.06008,15.532
28,95,9,0.03223,15.904
28,96,7,0.01184,15.106
28,96,8,0.04582,15.532
28,96,9,0.00754,15.904
28,97,9,0.00811,15.904
28,98,7,0.01511,15.106
28,98,9,0.02835,15.904
28,98,10,0.02173,16.321
28,99,7,0.01179,15.106
28,99,9,0.03247,15.904
28,99,10,0.00633,16.321
28,100,9,0.01541,15.904
28,100,10,0.02867,16.321
28,101,10,0.01451,16.321
28,102,10,0.00623,16.321
29,15,3,0.01629,12.521
29,16,3,0.00264,12.521
29,60,3,0.00476,12.521
29,60,4,0.00180,13.314
29,60,5,0.07008,14.001
29,60,6,0.01227,14.607
29,61,3,0.00983,12.521
29,61,4,0.07025,13.314
29,61,5,0.19201,14.001
29,61,6,0.15576,14.607
29,61,7,0.10044,15.106
29,62,3,0.01533,12.521
29,62,4,0.09748,13.314
29,62,5,0.23069,14.001
29,62,6,0.23826,14.607
29,62,7,0.24142,15.106
29,62,8,0.02697,15.532
29,63,3,0.02617,12.521
29,63,4,0.11028,13.314
29,63,5,0.21167,14.001
29,63,6,0.28519,14.607
29,63,7,0.28657,15.106
29,63,8,0.08009,15.532
29,64,3,0.01768,12.521
29,64,4,0.08762,13.314
29,64,5,0.19367,14.001
29,64,6,0.30195,14.607
29,64,7,0.32926,15.106
29,64,8,0.11751,15.532
29,65,4,0.02456,13.314
29,65,5,0.13135,14.001
29,65,6,0.26788,14.607
29,65,7,0.37917,15.106
29,65,8,0.27963,15.532
29,66,5,0.03161,14.001
29,66,6,0.19909,14.607
29,66,7,0.34701,15.106
29,66,8,0.42407,15.532
29,66,9,0.03802,15.904
29,67,5,0.00250,14.001
29,67,6,0.13427,14.607
29,67,7,0.25864,15.106
29,67,8,0.45568,15.532
29,67,9,0.12721,15.904
29,68,5,0.00185,14.001
29,68,6,0.07603,14.607
29,68,7,0.18308,15.106
29,68,8,0.44089,15.532
29,68,9,0.15568,15.904
29,69,7,0.11394,15.106
29,69,8,0.40870,15.532
29,69,9,0.07475,15.904
29,70,7,0.09173,15.106
29,70,8,0.14976,15.532
29,89,6,0.00567,14.607
29,90,6,0.00328,14.607
29,95,8,0.02277,15.532
29,95,9,0.01541,15.904
29,96,8,0.03872,15.532
29,96,9,0.02394,15.904
29,97,9,0.02364,15.904
29,97,10,0.02112,16.321
29,98,7,0.00291,15.106
29,98,10,0.02457,16.321
29,99,7,0.02616,15.106
29,99,8,0.02426,15.532
29,99,10,0.00885,16.321
29,100,9,0.02638,15.904
29,100,10,0.03528,16.321
29,101,9,0.00608,15.904
29,101,10,0.02894,16.321
30,37,3,0.01197,12.521
30,38,3,0.00735,12.521
30,43,4,0.01149,13.314
30,44,4,0.00654,13.314
30,61,4,0.01619,13.314
30,61,5,0.16351,14.001
30,62,3,0.01735,12.521
30,62,4,0.08995,13.314
30,62,5,0.24521,14.001
30,62,6,0.19382,14.607
30,62,7,0.02123,15.106
30,63,3,0.02346,12.521
30,63,4,0.12842,13.314
30,63,5,0.20845,14.001
30,63,6,0.29840,14.607
30,63,7,0.11031,15.106
30,63,8,0.02590,15.532
30,64,3,0.01806,12.521
30,64,4,0.12364,13.314
30,64,5,0.18726,14.001
30,64,6,0.29331,14.607
30,64,7,0.21108,15.106
30,64,8,0.07064,15.532
30,65,3,0.00222,12.521
30,65,4,0.08540,13.314
30,65,5,0.17260,14.001
30,65,6,0.27949,14.607
30,65,7,0.29545,15.106
30,65,8,0.16596,15.532
30,66,4,0.04371,13.314
30,66,5,0.11090,14.001
30,66,6,0.23430,14.607
30,66,7,0.33442,15.106
30,66,8,0.32537,15.532
30,67,4,0.01642,13.314
30,67,5,0.02847,14.001
30,67,6,0.15235,14.607
30,67,7,0.30375,15.106
30,67,8,0.42074,15.532
30,67,9,0.05348,15.904
30,68,6,0.03072,14.607
30,68,7,0.22159,15.106
30,68,8,0.43345,15.532
30,68,9,0.12658,15.904
30,69,7,0.11774,15.106
30,69,8,0.41251,15.532
30,69,9,0.08271,15.904
30,70,7,0.07911,15.106
30,70,8,0.24167,15.532
30,96,8,0.02294,15.532
30,97,8,0.00873,15.532
30,97,9,0.02351,15.904
30,97,10,0.01566,16.321
30,98,10,0.02522,16.321
30,100,9,0.01762,15.904
30,100,10,0.02129,16.321
30,101,9,0.01622,15.904
30,101,10,0.03599,16.321
31,36,3,0.01555,12.521
31,37,3,0.06248,12.521
31,37,4,0.02994,13.314
31,38,3,0.04689,12.521
31,38,4,0.04194,13.314
31,39,3,0.00600,12.521
31,39,4,0.05220,13.314
31,40,4,0.08427,13.314
31,40,5,0.00648,14.001
31,41,4,0.07895,13.314
31,42,4,0.05161,13.314
31,43,4,0.03814,13.314
31,44,4,0.05384,13.314
31,44,5,0.01774,14.001
31,45,4,0.06276,13.314
31,45,5,0.03547,14.001
31,46,4,0.04394,13.314
31,46,5,0.00327,14.001
31,47,4,0.01560,13.314
31,61,5,0.06556,14.001
31,62,3,0.01537,12.521
31,62,4,0.07665,13.314
31,62,5,0.24685,14.001
31,62,6,0.08841,14.607
31,63,3,0.02784,12.521
31,63,4,0.12010,13.314
31,63,5,0.19133,14.001
31,63,6,0.25838,14.607
31,64,3,0.01066,12.521
31,64,4,0.11774,13.314
31,64,5,0.14714,14.001
31,64,6,0.25704,14.607
31,64,7,0.03215,15.106
31,65,3,0.00389,12.521
31,65,4,0.09860,13.314
31,65,5,0.17324,14.001
31,65,6,0.24805,14.607
31,65,7,0.10669,15.106
31,66,4,0.07782,13.314
31,66,5,0.14171,14.001
31,66,6,0.24097,14.607
31,66,7,0.18024,15.106
31,66,8,0.05372,15.532
31,67,4,0.02682,13.314
31,67,5,0.03807,14.001
31,67,6,0.15317,14.607
31,67,7,0.21160,15.106
31,67,8,0.20860,15.532
31,68,6,0.00256,14.607
31,68,7,0.15903,15.106
31,68,8,0.30216,15.532
31,69,7,0.05597,15.106
31,69,8,0.28476,15.532
31,70,7,0.01020,15.106
31,70,8,0.07623,15.532
31,97,8,0.01619,15.532
31,97,9,0.01824,15.904
31,98,9,0.06123,15.904
31,98,10,0.00591,16.321
31,99,9,0.00983,15.904
31,99,10,0.00337,16.321
31,100,10,0.00957,16.321
31,101,9,0.00617,15.904
31,101,10,0.01921,16.321
31,102,9,0.00595,15.904
31,102,10,0.01581,16.321
32,36,3,0.05083,12.521
32,36,4,0.01718,13.314
32,37,3,0.09423,12.521
32,37,4,0.07358,13.314
32,38,3,0.04773,12.521
32,38,4,0.09365,13.314
32,39,3,0.00114,12.521
32,39,4,0.10674,13.314
32,39,5,0.03030,14.001
32,40,3,0.00169,12.521
32,40,4,0.14732,13.314
32,40,5,0.03109,14.001
32,41,3,0.01167,12.521
32,41,4,0.14405,13.314
32,41,5,0.01721,14.001
32,42,3,0.01230,12.521
32,42,4,0.08384,13.314
32,43,3,0.01001,12.521
32,43,4,0.04479,13.314
32,43,5,0.00173,14.001
32,44,3,0.00798,12.521
32,44,4,0.07387,13.314
32,44,5,0.03690,14.001
32,45,3,0.00401,12.521
32,45,4,0.10271,13.314
32,45,5,0.02477,14.001
32,46,3,0.00203,12.521
32,46,4,0.07725,13.314
32,47,3,0.00774,12.521
32,47,4,0.02222,13.314
32,48,3,0.00916,12.521
32,48,4,0.00767,13.314
32,49,3,0.01101,12.521
32,49,4,0.01143,13.314
32,50,3,0.01012,12.521
32,50,4,0.03105,13.314
32,51,4,0.04097,13.314
32,52,4,0.03605,13.314
32,53,4,0.03408,13.314
32,54,4,0.02660,13.314
32,62,4,0.08649,13.314
32,62,5,0.23050,14.001
32,62,6,0.00399,14.607
32,63,3,0.03443,12.521
32,63,4,0.09365,13.314
32,63,5,0.18954,14.001
32,63,6,0.15349,14.607
32,64,3,0.00825,12.521
32,64,4,0.05498,13.314
32,64,5,0.07033,14.001
32,64,6,0.17847,14.607
32,65,4,0.02748,13.314
32,65,5,0.10158,14.001
32,65,6,0.15788,14.607
32,66,4,0.01594,13.314
32,66,5,0.08079,14.001
32,66,6,0.13465,14.607
32,67,6,0.04228,14.607
32,97,8,0.00370,15.532
32,97,9,0.00198,15.904
32,98,8,0.00164,15.532
32,98,9,0.10176,15.904
32,98,10,0.01570,16.321
32,99,9,0.02246,15.904
32,99,10,0.03848,16.321
32,100,10,0.01997,16.321
32,101,10,0.02742,16.321
33,36,3,0.09648,12.521
33,36,4,0.07791,13.314
33,37,3,0.10020,12.521
33,37,4,0.14131,13.314
33,38,3,0.02536,12.521
33,38,4,0.12111,13.314
33,38,5,0.01683,14.001
33,39,4,0.09070,13.314
33,39,5,0.01548,14.001
33,40,3,0.00511,12.521
33,40,4,0.10498,13.314
33,41,3,0.01589,12.521
33,41,4,0.10541,13.314
33,42,3,0.01186,12.521
33,42,4,0.05898,13.314
33,43,3,0.01742,12.521
33,43,4,0.04884,13.314
33,44,3,0.02782,12.521
33,44,4,0.08765,13.314
33,44,5,0.01512,14.001
33,45,3,0.04357,12.521
33,45,4,0.11115,13.314
33,45,5,0.01061,14.001
33,46,3,0.04480,12.521
33,46,4,0.06907,13.314
33,47,3,0.02341,12.521
33,47,4,0.02482,13.314
33,48,3,0.01597,12.521
33,48,4,0.01083,13.314
33,49,3,0.01320,12.521
33,49,4,0.03157,13.314
33,50,3,0.02088,12.521
33,50,4,0.06318,13.314
33,51,3,0.02587,12.521
33,51,4,0.04756,13.314
33,52,3,0.01051,12.521
33,52,4,0.02815,13.314
33,53,4,0.00474,13.314
33,62,4,0.10393,13.314
33,62,5,0.12753,14.001
33,63,3,0.02416,12.521
33,63,4,0.06216,13.314
33,63,5,0.19190,14.001
33,63,6,0.05849,14.607
33,64,5,0.03067,14.001
33,64,6,0.05586,14.607
33,65,6,0.01469,14.607
33,71,5,0.01213,14.001
33,97,9,0.00158,15.904
33,98,8,0.00629,15.532
33,98,9,0.05969,15.904
33,98,10,0.04570,16.321
33,99,9,0.01621,15.904
33,99,10,0.06939,16.321
33,100,10,0.04751,16.321
33,101,10,0.04811,16.321
34,36,3,0.03924,12.521
34,36,4,0.04133,13.314
34,37,3,0.04745,12.521
34,37,4,0.10317,13.314
34,38,4,0.09176,13.314
34,38,5,0.02059,14.001
34,39,4,0.05280,13.314
34,39,5,0.00397,14.001
34,40,3,0.01833,12.521
34,40,4,0.07034,13.314
34,41,3,0.03000,12.521
34,41,4,0.06895,13.314
34,42,3,0.02114,12.521
34,42,4,0.04589,13.314
34,43,2,0.00181,11.685
34,43,3,0.04132,12.521
34,43,4,0.05996,13.314
34,44,3,0.05480,12.521
34,44,4,0.10168,13.314
34,45,3,0.04820,12.521
34,45,4,0.10895,13.314
34,45,5,0.00862,14.001
34,46,3,0.03564,12.521
34,46,4,0.05708,13.314
34,47,3,0.01425,12.521
34,47,4,0.00837,13.314
34,48,3,0.00661,12.521
34,48,4,0.01953,13.314
34,49,3,0.00334,12.521
34,49,4,0.04358,13.314
34,50,3,0.00719,12.521
34,50,4,0.03025,13.314
34,51,3,0.01527,12.521
34,51,4,0.01761,13.314
34,52,3,0.00752,12.521
34,52,4,0.00731,13.314
34,62,4,0.05621,13.314
34,62,5,0.02940,14.001
34,63,3,0.00172,12.521
34,63,4,0.04705,13.314
34,63,5,0.12083,14.001
34,64,5,0.02302,14.001
34,70,5,0.00809,14.001
34,71,5,0.00268,14.001
34,72,9,0.00299,15.904
34,73,8,0.00491,15.532
34,73,10,0.00215,16.321
34,76,11,0.06649,16.756
34,98,10,0.05462,16.321
34,99,10,0.12173,16.321
34,100,10,0.06921,16.321
34,101,10,0.03691,16.321
35,38,4,0.01867,13.314
35,39,4,0.01875,13.314
35,40,3,0.02941,12.521
35,40,4,0.03065,13.314
35,41,3,0.05331,12.521
35,41,4,0.02353,13.314
35,42,2,0.00232,11.685
35,42,3,0.03809,12.521
35,42,4,0.02166,13.314
35,43,2,0.00347,11.685
35,43,3,0.03057,12.521
35,43,4,0.03925,13.314
35,44,3,0.03958,12.521
35,44,4,0.08063,13.314
35,45,3,0.02718,12.521
35,45,4,0.08157,13.314
35,46,3,0.00808,12.521
35,46,4,0.03162,13.314
35,47,3,0.00802,12.521
35,47,4,0.00435,13.314
35,48,3,0.01513,12.521
35,48,4,0.02387,13.314
35,49,3,0.01310,12.521
35,49,4,0.03541,13.314
35,50,3,0.00823,12.521
35,50,4,0.01420,13.314
35,63,4,0.02843,13.314
35,63,5,0.00812,14.001
35,63,9,0.01906,15.904
35,64,5,0.01677,14.001
35,69,5,0.00498,14.001
35,70,5,0.00684,14.001
35,70,8,0.05728,15.532
35,70,9,0.02764,15.904
35,71,8,0.08468,15.532
35,71,9,0.09663,15.904
35,71,10,0.00372,16.321
35,72,8,0.09287,15.532
35,72,9,0.04403,15.904
35,72,10,0.05647,16.321
35,73,8,0.00595,15.532
35,73,9,0.03026,15.904
35,73,10,0.01821,16.321
35,75,11,0.02242,16.756
35,76,10,0.01758,16.321
35,76,11,0.16898,16.756
35,76,12,0.18882,17.022
35,76,13,0.05628,17.261
35,77,13,0.05749,17.261
35,98,10,0.05546,16.321
35,99,10,0.12281,16.321
35,99,11,0.01226,16.756
35,100,10,0.05996,16.321
35,100,11,0.03457,16.756
35,101,10,0.00551,16.321
35,102,10,0.00840,16.321
35,103,9,0.00548,15.904
36,41,3,0.00207,12.521
36,42,3,0.00713,12.521
36,43,3,0.01294,12.521
36,44,3,0.01816,12.521
36,44,4,0.01882,13.314
36,45,3,0.01615,12.521
36,45,4,0.02708,13.314
36,46,3,0.00418,12.521
36,46,4,0.00553,13.314
36,47,3,0.01486,12.521
36,48,2,0.00425,11.685
36,48,3,0.03694,12.521
36,48,4,0.01583,13.314
36,49,3,0.04111,12.521
36,49,4,0.01802,13.314
36,50,3,0.02459,12.521
36,61,9,0.02842,15.904
36,61,10,0.17958,16.321
36,62,8,0.01260,15.532
36,62,9,0.03852,15.904
36,62,10,0.16467,16.321
36,62,11,0.07053,16.756
36,63,9,0.06762,15.904
36,63,10,0.03254,16.321
36,63,11,0.13281,16.756
36,64,11,0.05519,16.756
36,66,8,0.08470,15.532
36,66,9,0.02079,15.904
36,67,8,0.15664,15.532
36,68,8,0.13277,15.532
36,69,8,0.18943,15.532
36,69,9,0.03733,15.904
36,70,8,0.19076,15.532
36,70,9,0.18208,15.904
36,70,10,0.12061,16.321
36,71,8,0.04315,15.532
36,71,9,0.03179,15.904
36,71,10,0.10255,16.321
36,72,8,0.00422,15.532
36,72,10,0.08413,16.321
36,73,10,0.09376,16.321
36,76,12,0.10212,17.022
36,76,13,0.13126,17.261
36,77,13,0.12504,17.261
36,78,13,0.07897,17.261
36,98,10,0.04413,16.321
36,99,10,0.07648,16.321
36,99,11,0.01768,16.756
36,100,10,0.04794,16.321
36,100,11,0.02466,16.756
36,102,10,0.02354,16.321
36,103,10,0.01642,16.321
37,44,3,0.00511,12.521
37,45,3,0.00982,12.521
37,46,3,0.00518,12.521
37,47,3,0.00727,12.521
37,48,3,0.02858,12.521
37,49,3,0.02803,12.521
37,59,9,0.03973,15.904
37,60,9,0.26291,15.904
37,60,10,0.31427,16.321
37,61,8,0.01741,15.532
37,61,9,0.23859,15.904
37,61,10,0.59919,16.321
37,61,11,0.18305,16.756
37,62,8,0.08544,15.532
37,62,9,0.13195,15.904
37,62,10,0.44597,16.321
37,62,11,0.52528,16.756
37,62,12,0.09690,17.022
37,63,8,0.05523,15.532
37,63,9,0.12898,15.904
37,63,10,0.28397,16.321
37,63,11,0.48643,16.756
37,63,12,0.29303,17.022
37,64,8,0.04165,15.532
37,64,9,0.11980,15.904
37,64,10,0.12390,16.321
37,64,11,0.32367,16.756
37,64,12,0.26057,17.022
37,65,8,0.10651,15.532
37,65,9,0.20556,15.904
37,65,11,0.02371,16.756
37,66,8,0.18362,15.532
37,66,9,0.21479,15.904
37,67,4,0.00527,13.314
37,67,8,0.19705,15.532
37,67,9,0.08544,15.904
37,68,8,0.15391,15.532
37,68,9,0.02463,15.904
37,69,8,0.15687,15.532
37,69,9,0.06016,15.904
37,69,10,0.03583,16.321
37,70,8,0.07807,15.532
37,70,9,0.01110,15.904
37,70,10,0.20826,16.321
37,71,10,0.12162,16.321
37,72,10,0.13411,16.321
37,73,10,0.11859,16.321
37,73,11,0.00698,16.756
37,76,13,0.03899,17.261
37,77,13,0.14142,17.261
37,77,14,0.00259,17.425
37,78,13,0.10234,17.261
37,98,10,0.00763,16.321
37,99,10,0.04665,16.321
37,100,10,0.03739,16.321
37,101,10,0.00627,16.321
37,102,10,0.00766,16.321
38,12,5,0.01146,14.001
38,46,3,0.00418,12.521
38,58,9,0.03627,15.904
38,59,8,0.06672,15.532
38,59,9,0.37543,15.904
38,59,10,0.13868,16.321
38,60,8,0.07965,15.532
38,60,9,0.41192,15.904
38,60,10,0.54206,16.321
38,61,8,0.08015,15.532
38,61,9,0.26892,15.904
38,61,10,0.55160,16.321
38,61,11,0.45879,16.756
38,62,8,0.14346,15.532
38,62,9,0.16363,15.904
38,62,10,0.33138,16.321
38,62,11,0.57637,16.756
38,62,12,0.29464,17.022
38,63,8,0.14514,15.532
38,63,9,0.18636,15.904
38,63,10,0.19173,16.321
38,63,11,0.39645,16.756
38,63,12,0.60407,17.022
38,63,13,0.04263,17.261
38,64,8,0.09228,15.532
38,64,9,0.23719,15.904
38,64,10,0.16614,16.321
38,64,11,0.25514,16.756
38,64,12,0.55913,17.022
38,64,13,0.13223,17.261
38,65,8,0.06101,15.532
38,65,9,0.24106,15.904
38,65,10,0.07660,16.321
38,65,11,0.15455,16.756
38,65,12,0.34367,17.022
38,66,8,0.07537,15.532
38,66,9,0.17076,15.904
38,67,8,0.07600,15.532
38,67,9,0.06165,15.904
38,68,5,0.00783,14.001
38,68,8,0.04520,15.532
38,68,9,0.03408,15.904
38,69,5,0.01366,14.001
38,69,8,0.01374,15.532
38,69,10,0.01087,16.321
38,70,6,0.01174,14.607
38,70,10,0.09967,16.321
38,71,6,0.00117,14.607
38,71,10,0.04399,16.321
38,72,10,0.08363,16.321
38,73,10,0.02332,16.321
38,73,11,0.00824,16.756
38,77,13,0.06503,17.261
38,96,9,0.00377,15.904
38,99,10,0.02271,16.321
38,100,10,0.02088,16.321
38,101,10,0.02481,16.321
39,12,5,0.00860,14.001
39,57,9,0.04092,15.904
39,58,8,0.09650,15.532
39,58,9,0.36877,15.904
39,58,10,0.04105,16.321
39,59,6,0.00657,14.607
39,59,8,0.19063,15.532
39,59,9,0.47734,15.904
39,59,10,0.32222,16.321
39,60,8,0.16199,15.532
39,60,9,0.29874,15.904
39,60,10,0.46038,16.321
39,60,11,0.02307,16.756
39,61,7,0.01259,15.106
39,61,8,0.09655,15.532
39,61,9,0.13738,15.904
39,61,10,0.33598,16.321
39,61,11,0.36060,16.756
39,61,12,0.03401,17.022
39,62,7,0.04008,15.106
39,62,8,0.07982,15.532
39,62,9,0.07096,15.904
39,62,10,0.17991,16.321
39,62,11,0.34279,16.756
39,62,12,0.39832,17.022
39,63,7,0.00833,15.106
39,63,8,0.09021,15.532
39,63,9,0.06088,15.904
39,63,10,0.09146,16.321
39,63,11,0.15874,16.756
39,63,12,0.49247,17.022
39,63,13,0.19409,17.261
39,64,8,0.03677,15.532
39,64,9,0.06164,15.904
39,64,10,0.11638,16.321
39,64,11,0.14022,16.756
39,64,12,0.42166,17.022
39,64,13,0.28635,17.261
39,65,8,0.00587,15.532
39,65,9,0.04854,15.904
39,65,10,0.08936,16.321
39,65,11,0.16186,16.756
39,65,12,0.46413,17.022
39,65,13,0.18482,17.261
39,66,5,0.02182,14.001
39,66,9,0.01329,15.904
39,66,11,0.08163,16.756
39,66,12,0.18890,17.022
39,67,5,0.03576,14.001
39,68,5,0.05509,14.001
39,69,5,0.03939,14.001
39,69,6,0.03482,14.607
39,70,6,0.07543,14.607
39,70,10,0.00415,16.321
39,71,6,0.03414,14.607
39,73,8,0.00385,15.532
39,73,9,0.00312,15.904
39,97,10,0.00529,16.321
39,101,10,0.00113,16.321
40,12,4,0.00282,13.314
40,56,9,0.02238,15.904
40,57,8,0.08963,15.532
40,57,9,0.29345,15.904
40,58,6,0.12526,14.607
40,58,7,0.05772,15.106
40,58,8,0.28095,15.532
40,58,9,0.55279,15.904
40,58,10,0.16193,16.321
40,59,6,0.08637,14.607
40,59,7,0.14303,15.106
40,59,8,0.31435,15.532
40,59,9,0.32663,15.904
40,59,10,0.35030,16.321
40,60,7,0.05067,15.106
40,60,8,0.26769,15.532
40,60,9,0.08995,15.904
40,60,10,0.35643,16.321
40,61,7,0.01005,15.106
40,61,8,0.07850,15.532
40,61,10,0.26381,16.321
40,61,11,0.14684,16.756
40,62,7,0.01379,15.106
40,62,8,0.00922,15.532
40,62,10,0.15802,16.321
40,62,11,0.22758,16.756
40,62,12,0.30695,17.022
40,63,7,0.02189,15.106
40,63,10,0.08758,16.321
40,63,11,0.18621,16.756
40,63,12,0.33082,17.022
40,63,13,0.24961,17.261
40,64,10,0.02070,16.321
40,64,11,0.20466,16.756
40,64,12,0.25099,17.022
40,64,13,0.36290,17.261
40,65,4,0.01662,13.314
40,65,5,0.04353,14.001
40,65,11,0.16182,16.756
40,65,12,0.34256,17.022
