#name=An isolated stratocumulus water cloud out of the entire cloud field.
#original_cloud_data=@storm/data2/gmatheou/Factory/jplles/rev153/rico.20.smagorinsky/MISR01/An
#resampled_cloud_data_grid_size=20,20,40m
32 36 25
0.020 0.020     0.440     0.480     0.520     0.560     0.600     0.640     0.680     0.720     0.760     0.800     0.840     0.880     0.920     0.960     1.000     1.040     1.080     1.120     1.160     1.200     1.240     1.280     1.320     1.360     1.400
2 2 4    0.00675 12.52100
20 24 5    0.14667 13.31400
20 24 6    0.25396 14.00100
20 24 7    0.32358 14.60700
20 24 8    0.13747 15.10600
20 24 11    0.00860 16.32100
20 25 4    0.04171 12.52100
20 25 5    0.12874 13.31400
20 25 6    0.24683 14.00100
20 25 7    0.33532 14.60700
20 25 8    0.18647 15.10600
20 26 4    0.02451 12.52100
20 26 5    0.12818 13.31400
20 26 6    0.21684 14.00100
20 26 7    0.33511 14.60700
20 26 8    0.24484 15.10600
20 27 4    0.01826 12.52100
20 27 5    0.11741 13.31400
20 27 6    0.21931 14.00100
20 27 7    0.32791 14.60700
20 27 8    0.30174 15.10600
20 27 9    0.01793 15.53200
20 28 4    0.01616 12.52100
20 28 5    0.09784 13.31400
20 28 6    0.22034 14.00100
20 28 7    0.32116 14.60700
20 28 8    0.33280 15.10600
20 28 9    0.01157 15.53200
20 29 4    0.00669 12.52100
20 29 5    0.08082 13.31400
20 29 6    0.19973 14.00100
20 29 7    0.30447 14.60700
20 29 8    0.28967 15.10600
20 30 5    0.04537 13.31400
20 30 6    0.15942 14.00100
20 30 7    0.25165 14.60700
20 30 8    0.11741 15.10600
20 30 19    0.07551 18.17600
20 30 20    0.07021 18.32500
20 31 6    0.07304 14.00100
20 31 7    0.11760 14.60700
20 31 8    0.00304 15.10600
20 31 19    0.01662 18.17600
20 31 20    0.03824 18.32500
21 17 12    0.16152 16.75600
21 17 13    0.25775 17.02200
21 18 4    0.04154 12.52100
21 18 12    0.38242 16.75600
21 18 13    0.60143 17.02200
21 18 14    0.04799 17.26100
21 19 4    0.07963 12.52100
21 19 5    0.04738 13.31400
21 19 6    0.01336 14.00100
21 19 12    0.37866 16.75600
21 19 13    0.59349 17.02200
21 19 14    0.12653 17.26100
21 20 4    0.02629 12.52100
21 20 5    0.14138 13.31400
21 20 6    0.13453 14.00100
21 20 7    0.00746 14.60700
21 20 11    0.05243 16.32100
21 20 12    0.40224 16.75600
21 20 13    0.47822 17.02200
21 20 14    0.02590 17.26100
21 21 4    0.01585 12.52100
21 21 5    0.12539 13.31400
21 21 6    0.21006 14.00100
21 21 7    0.06136 14.60700
21 21 11    0.01187 16.32100
21 21 12    0.37825 16.75600
21 21 13    0.24544 17.02200
21 22 4    0.06980 12.52100
21 22 5    0.11665 13.31400
21 22 6    0.22550 14.00100
21 22 7    0.22479 14.60700
21 22 12    0.27292 16.75600
21 22 13    0.09377 17.02200
21 23 4    0.06272 12.52100
21 23 5    0.14979 13.31400
21 23 6    0.21969 14.00100
21 23 7    0.32142 14.60700
21 23 8    0.02237 15.10600
21 23 12    0.01194 16.75600
21 24 4    0.03640 12.52100
21 24 5    0.14342 13.31400
21 24 6    0.24187 14.00100
21 24 7    0.33242 14.60700
21 24 8    0.10967 15.10600
21 25 4    0.03101 12.52100
21 25 5    0.10508 13.31400
21 25 6    0.24729 14.00100
21 25 7    0.32840 14.60700
21 25 8    0.14136 15.10600
21 26 4    0.02911 12.52100
21 26 5    0.10106 13.31400
21 26 6    0.22741 14.00100
21 26 7    0.33231 14.60700
21 26 8    0.14819 15.10600
21 27 4    0.01626 12.52100
21 27 5    0.10744 13.31400
21 27 6    0.22205 14.00100
21 27 7    0.33389 14.60700
21 27 8    0.16175 15.10600
21 28 4    0.00424 12.52100
21 28 5    0.09824 13.31400
21 28 6    0.21123 14.00100
21 28 7    0.31931 14.60700
21 28 8    0.19118 15.10600
21 29 5    0.08482 13.31400
21 29 6    0.18902 14.00100
21 29 7    0.27569 14.60700
21 29 8    0.16526 15.10600
21 30 5    0.04892 13.31400
21 30 6    0.15188 14.00100
21 30 7    0.18490 14.60700
21 30 8    0.08291 15.10600
21 31 6    0.04161 14.00100
21 31 7    0.03738 14.60700
22 18 4    0.03068 12.52100
22 18 12    0.20864 16.75600
22 18 13    0.31787 17.02200
22 19 4    0.06465 12.52100
22 19 5    0.01103 13.31400
22 19 12    0.37819 16.75600
22 19 13    0.51022 17.02200
22 20 4    0.04197 12.52100
22 20 5    0.10217 13.31400
22 20 6    0.05385 14.00100
22 20 12    0.36111 16.75600
22 20 13    0.47649 17.02200
22 21 4    0.01136 12.52100
22 21 5    0.12841 13.31400
22 21 6    0.13055 14.00100
22 21 7    0.01577 14.60700
22 21 12    0.28615 16.75600
22 21 13    0.32551 17.02200
22 22 4    0.04770 12.52100
22 22 5    0.11816 13.31400
22 22 6    0.21515 14.00100
22 22 7    0.16175 14.60700
22 22 12    0.05459 16.75600
22 22 13    0.04236 17.02200
22 23 4    0.05605 12.52100
22 23 5    0.13458 13.31400
22 23 6    0.24047 14.00100
22 23 7    0.30470 14.60700
22 23 8    0.04089 15.10600
22 24 4    0.02364 12.52100
22 24 5    0.14608 13.31400
22 24 6    0.23292 14.00100
22 24 7    0.33954 14.60700
22 24 8    0.14795 15.10600
22 25 4    0.01842 12.52100
22 25 5    0.11975 13.31400
22 25 6    0.24025 14.00100
22 25 7    0.31886 14.60700
22 25 8    0.17407 15.10600
22 26 4    0.03156 12.52100
22 26 5    0.11265 13.31400
22 26 6    0.24475 14.00100
22 26 7    0.32344 14.60700
22 26 8    0.16378 15.10600
22 27 4    0.01837 12.52100
22 27 5    0.11998 13.31400
22 27 6    0.23835 14.00100
22 27 7    0.33830 14.60700
22 27 8    0.15575 15.10600
22 28 4    0.00329 12.52100
22 28 5    0.11383 13.31400
22 28 6    0.20975 14.00100
22 28 7    0.31994 14.60700
22 28 8    0.13230 15.10600
22 29 4    0.01072 12.52100
22 29 5    0.09230 13.31400
22 29 6    0.18308 14.00100
22 29 7    0.24169 14.60700
22 29 8    0.08064 15.10600
22 30 4    0.00373 12.52100
22 30 5    0.05162 13.31400
22 30 6    0.13379 14.00100
22 30 7    0.07684 14.60700
22 30 8    0.01010 15.10600
23 17 3    0.00608 11.68500
23 17 4    0.01018 12.52100
23 17 5    0.03271 13.31400
23 18 3    0.00155 11.68500
23 18 4    0.03784 12.52100
23 18 5    0.03211 13.31400
23 19 4    0.03668 12.52100
23 19 5    0.01824 13.31400
23 19 12    0.06472 16.75600
23 19 13    0.09055 17.02200
23 20 4    0.02802 12.52100
23 20 5    0.06552 13.31400
23 20 6    0.03011 14.00100
23 20 12    0.15272 16.75600
23 20 13    0.25738 17.02200
23 21 4    0.02558 12.52100
23 21 5    0.11465 13.31400
23 21 6    0.07270 14.00100
23 21 7    0.08053 14.60700
23 21 12    0.07471 16.75600
23 21 13    0.18233 17.02200
23 22 3    0.00736 11.68500
23 22 4    0.02803 12.52100
23 22 5    0.13129 13.31400
23 22 6    0.17650 14.00100
23 22 7    0.21590 14.60700
23 22 8    0.04916 15.10600
23 22 13    0.01039 17.02200
23 23 4    0.05128 12.52100
23 23 5    0.13745 13.31400
23 23 6    0.26305 14.00100
23 23 7    0.30871 14.60700
23 23 8    0.16712 15.10600
23 24 4    0.02460 12.52100
23 24 5    0.15216 13.31400
23 24 6    0.25407 14.00100
23 24 7    0.34998 14.60700
23 24 8    0.31990 15.10600
23 25 4    0.01069 12.52100
23 25 5    0.15524 13.31400
23 25 6    0.22753 14.00100
23 25 7    0.31640 14.60700
23 25 8    0.37953 15.10600
23 26 4    0.03960 12.52100
23 26 5    0.14093 13.31400
23 26 6    0.24451 14.00100
23 26 7    0.31005 14.60700
23 26 8    0.32041 15.10600
23 27 4    0.03293 12.52100
23 27 5    0.12674 13.31400
23 27 6    0.25224 14.00100
23 27 7    0.33187 14.60700
23 27 8    0.22659 15.10600
23 28 4    0.01638 12.52100
23 28 5    0.11900 13.31400
23 28 6    0.21165 14.00100
23 28 7    0.30909 14.60700
23 28 8    0.13184 15.10600
23 29 4    0.01230 12.52100
23 29 5    0.10188 13.31400
23 29 6    0.16768 14.00100
23 29 7    0.21779 14.60700
23 29 8    0.04436 15.10600
23 30 4    0.00437 12.52100
23 30 5    0.06216 13.31400
23 30 6    0.10041 14.00100
23 30 7    0.04806 14.60700
24 17 3    0.00362 11.68500
24 17 4    0.00531 12.52100
24 17 5    0.02866 13.31400
24 18 3    0.00209 11.68500
24 18 4    0.03136 12.52100
24 18 5    0.05566 13.31400
24 19 4    0.02256 12.52100
24 19 5    0.04265 13.31400
24 19 6    0.01325 14.00100
24 20 4    0.01862 12.52100
24 20 5    0.04609 13.31400
24 20 6    0.10098 14.00100
24 21 4    0.03215 12.52100
24 21 5    0.09426 13.31400
24 21 6    0.09709 14.00100
24 21 7    0.17462 14.60700
24 22 4    0.04981 12.52100
24 22 5    0.14458 13.31400
24 22 6    0.12978 14.00100
24 22 7    0.32113 14.60700
24 22 8    0.11008 15.10600
24 23 4    0.05817 12.52100
24 23 5    0.16478 13.31400
24 23 6    0.26150 14.00100
24 23 7    0.31213 14.60700
24 23 8    0.25164 15.10600
24 24 4    0.03572 12.52100
24 24 5    0.16185 13.31400
24 24 6    0.28758 14.00100
24 24 7    0.33607 14.60700
24 24 8    0.40359 15.10600
24 25 4    0.01775 12.52100
24 25 5    0.16678 13.31400
24 25 6    0.22618 14.00100
24 25 7    0.30917 14.60700
24 25 8    0.43709 15.10600
24 26 4    0.03555 12.52100
24 26 5    0.14994 13.31400
24 26 6    0.23190 14.00100
24 26 7    0.28766 14.60700
24 26 8    0.39541 15.10600
24 27 4    0.04637 12.52100
24 27 5    0.12213 13.31400
24 27 6    0.25429 14.00100
24 27 7    0.31471 14.60700
24 27 8    0.30085 15.10600
24 28 4    0.03134 12.52100
24 28 5    0.11915 13.31400
24 28 6    0.21824 14.00100
24 28 7    0.28177 14.60700
24 28 8    0.13818 15.10600
24 29 4    0.01912 12.52100
24 29 5    0.11542 13.31400
24 29 6    0.15744 14.00100
24 29 7    0.17144 14.60700
24 29 8    0.01219 15.10600
24 30 4    0.00714 12.52100
24 30 5    0.07483 13.31400
24 30 6    0.07111 14.00100
24 30 7    0.02835 14.60700
25 17 5    0.00445 13.31400
25 18 4    0.00788 12.52100
25 18 5    0.04884 13.31400
25 19 4    0.01613 12.52100
25 19 5    0.06358 13.31400
25 19 6    0.01770 14.00100
25 20 4    0.01970 12.52100
25 20 5    0.05376 13.31400
25 20 6    0.17208 14.00100
25 21 4    0.04833 12.52100
25 21 5    0.07544 13.31400
25 21 6    0.20255 14.00100
25 21 7    0.17515 14.60700
25 22 4    0.07215 12.52100
25 22 5    0.13592 13.31400
25 22 6    0.13943 14.00100
25 22 7    0.37451 14.60700
25 22 8    0.08146 15.10600
25 23 4    0.06627 12.52100
25 23 5    0.17430 13.31400
25 23 6    0.22710 14.00100
25 23 7    0.33470 14.60700
25 23 8    0.19570 15.10600
25 24 4    0.04619 12.52100
25 24 5    0.17200 13.31400
25 24 6    0.29768 14.00100
25 24 7    0.30375 14.60700
25 24 8    0.28728 15.10600
25 25 4    0.02979 12.52100
25 25 5    0.16260 13.31400
25 25 6    0.24004 14.00100
25 25 7    0.30251 14.60700
25 25 8    0.32126 15.10600
25 26 4    0.02963 12.52100
25 26 5    0.14817 13.31400
25 26 6    0.23132 14.00100
25 26 7    0.28034 14.60700
25 26 8    0.27422 15.10600
25 27 4    0.03680 12.52100
25 27 5    0.12773 13.31400
25 27 6    0.23966 14.00100
25 27 7    0.27708 14.60700
25 27 8    0.14584 15.10600
25 28 4    0.03552 12.52100
25 28 5    0.12289 13.31400
25 28 6    0.19225 14.00100
25 28 7    0.20271 14.60700
25 28 8    0.05040 15.10600
25 29 4    0.02742 12.52100
25 29 5    0.10361 13.31400
25 29 6    0.10961 14.00100
25 29 7    0.03948 14.60700
25 30 4    0.00370 12.52100
25 30 5    0.03197 13.31400
25 30 6    0.00321 14.00100
26 17 5    0.01909 13.31400
26 18 5    0.04394 13.31400
26 19 4    0.01217 12.52100
26 19 5    0.07761 13.31400
26 20 4    0.00849 12.52100
26 20 5    0.07974 13.31400
26 20 6    0.17864 14.00100
26 21 4    0.02815 12.52100
26 21 5    0.06802 13.31400
26 21 6    0.28881 14.00100
26 21 7    0.14552 14.60700
26 22 4    0.05665 12.52100
26 22 5    0.11265 13.31400
26 22 6    0.20888 14.00100
26 22 7    0.33808 14.60700
26 23 4    0.06177 12.52100
26 23 5    0.16464 13.31400
26 23 6    0.19873 14.00100
26 23 7    0.34855 14.60700
26 23 8    0.09393 15.10600
26 24 4    0.05036 12.52100
26 24 5    0.17045 13.31400
26 24 6    0.26266 14.00100
26 24 7    0.30636 14.60700
26 24 8    0.13407 15.10600
26 25 4    0.03922 12.52100
26 25 5    0.16134 13.31400
26 25 6    0.24892 14.00100
26 25 7    0.30072 14.60700
26 25 8    0.13954 15.10600
26 26 4    0.03550 12.52100
26 26 5    0.15187 13.31400
26 26 6    0.22619 14.00100
26 26 7    0.27829 14.60700
26 26 8    0.11767 15.10600
26 27 4    0.03641 12.52100
26 27 5    0.13307 13.31400
26 27 6    0.18781 14.00100
26 27 7    0.20215 14.60700
26 27 8    0.03882 15.10600
26 28 4    0.03477 12.52100
26 28 5    0.10283 13.31400
26 28 6    0.09736 14.00100
26 28 7    0.04021 14.60700
26 29 4    0.01435 12.52100
26 29 5    0.03038 13.31400
27 17 5    0.02987 13.31400
27 18 4    0.00105 12.52100
27 18 5    0.04967 13.31400
27 19 4    0.01488 12.52100
27 19 5    0.10210 13.31400
27 19 6    0.00712 14.00100
27 20 4    0.00896 12.52100
27 20 5    0.11763 13.31400
27 20 6    0.15491 14.00100
27 21 4    0.00169 12.52100
27 21 5    0.09029 13.31400
27 21 6    0.27048 14.00100
27 21 7    0.09091 14.60700
27 22 4    0.04425 12.52100
27 22 5    0.10415 13.31400
27 22 6    0.24367 14.00100
27 22 7    0.19002 14.60700
27 23 4    0.05929 12.52100
27 23 5    0.15903 13.31400
27 23 6    0.20535 14.00100
27 23 7    0.26512 14.60700
27 24 4    0.04575 12.52100
27 24 5    0.17909 13.31400
27 24 6    0.21611 14.00100
27 24 7    0.26924 14.60700
27 25 4    0.04031 12.52100
27 25 5    0.16390 13.31400
27 25 6    0.22157 14.00100
27 25 7    0.25710 14.60700
27 26 4    0.04568 12.52100
27 26 5    0.14508 13.31400
27 26 6    0.18518 14.00100
27 26 7    0.20806 14.60700
27 27 4    0.04613 12.52100
27 27 5    0.10355 13.31400
27 27 6    0.09127 14.00100
27 27 7    0.06128 14.60700
27 28 4    0.02396 12.52100
27 28 5    0.02450 13.31400
28 17 4    0.01048 12.52100
28 18 4    0.01455 12.52100
28 18 5    0.04349 13.31400
28 19 4    0.02351 12.52100
28 19 5    0.10970 13.31400
28 19 6    0.02633 14.00100
28 20 4    0.02758 12.52100
28 20 5    0.15677 13.31400
28 20 6    0.08803 14.00100
28 21 4    0.01137 12.52100
28 21 5    0.13278 13.31400
28 21 6    0.16998 14.00100
28 22 4    0.03542 12.52100
28 22 5    0.11837 13.31400
28 22 6    0.21065 14.00100
28 22 7    0.06205 14.60700
28 23 4    0.06470 12.52100
28 23 5    0.14791 13.31400
28 23 6    0.20347 14.00100
28 23 7    0.10216 14.60700
28 24 4    0.04707 12.52100
28 24 5    0.17161 13.31400
28 24 6    0.19253 14.00100
28 24 7    0.10171 14.60700
28 25 4    0.03631 12.52100
28 25 5    0.14827 13.31400
28 25 6    0.16908 14.00100
28 25 7    0.08616 14.60700
28 26 4    0.04363 12.52100
28 26 5    0.09894 13.31400
28 26 6    0.09806 14.00100
28 26 7    0.03560 14.60700
28 27 4    0.03499 12.52100
28 27 5    0.02733 13.31400
29 18 5    0.00138 13.31400
29 19 4    0.02194 12.52100
29 19 5    0.04607 13.31400
29 20 4    0.04951 12.52100
29 20 5    0.12285 13.31400
29 20 6    0.01874 14.00100
29 21 4    0.03423 12.52100
29 21 5    0.12755 13.31400
29 21 6    0.04425 14.00100
29 22 4    0.02908 12.52100
29 22 5    0.10335 13.31400
29 22 6    0.08553 14.00100
29 23 4    0.04313 12.52100
29 23 5    0.10001 13.31400
29 23 6    0.11631 14.00100
29 24 4    0.04867 12.52100
29 24 5    0.10521 13.31400
29 24 6    0.10448 14.00100
29 24 7    0.00861 14.60700
29 25 4    0.03202 12.52100
29 25 5    0.07617 13.31400
29 25 6    0.06077 14.00100
29 26 4    0.02055 12.52100
29 26 5    0.01584 13.31400
29 27 4    0.00660 12.52100
30 20 4    0.01726 12.52100
30 20 5    0.00207 13.31400
30 21 4    0.03144 12.52100
30 21 5    0.01793 13.31400
30 22 4    0.01363 12.52100
30 22 5    0.01633 13.31400
30 23 4    0.00894 12.52100
30 23 5    0.01109 13.31400
30 24 4    0.00980 12.52100
30 24 5    0.00823 13.31400
